,age,education-num,race,gender,capital-gain,capital-loss,hours-per-week,income,marital-status_Divorced,marital-status_Married-AF-spouse,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed,relationship_Husband,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife
32253,28,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32254,51,10,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32255,33,10,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32256,44,7,0,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32257,34,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32258,33,15,1,1,7688,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32259,28,14,1,1,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32260,55,5,0,1,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32261,30,11,1,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32262,45,9,1,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,0
32263,46,11,0,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32264,17,7,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32265,40,7,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32266,44,14,1,0,0,0,50,1,1,0,0,0,0,0,0,0,1,0,0,0,0
32267,56,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32268,69,12,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32269,41,2,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32270,47,7,0,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32271,33,7,1,1,3464,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32272,25,13,1,1,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32273,42,4,1,0,0,0,35,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32274,65,13,1,1,2653,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32275,24,11,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32276,82,4,1,0,0,0,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32277,36,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32278,34,15,1,0,10520,0,40,1,0,0,0,0,1,0,0,0,1,0,0,0,0
32279,28,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32280,66,10,0,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32281,66,10,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32282,37,3,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32283,34,13,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32284,41,14,1,0,0,0,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32285,43,14,0,0,0,1977,50,1,0,0,1,0,0,0,0,0,0,0,0,0,1
32286,20,9,1,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32287,59,14,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32288,48,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32289,45,11,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32290,28,9,1,1,0,0,48,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32291,43,13,1,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32292,18,10,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32293,34,9,1,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32294,55,16,1,1,0,2179,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32295,21,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32296,47,13,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32297,45,12,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32298,61,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32299,23,6,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32300,44,14,1,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32301,45,9,1,0,0,0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,1
32302,35,13,1,0,4101,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32303,17,6,1,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32304,49,13,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32305,40,13,0,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32306,28,14,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32307,33,10,1,0,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32308,31,11,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32309,38,12,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32310,62,6,1,0,0,0,35,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32311,40,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32312,61,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32313,42,14,1,0,0,1902,40,1,0,0,1,0,0,0,0,0,0,0,0,0,1
32314,32,13,1,1,0,0,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32315,52,9,1,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32316,34,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32317,37,12,1,0,0,0,50,1,0,0,0,0,1,0,0,0,1,0,0,0,0
32318,30,13,1,1,8614,0,45,1,0,0,0,0,1,0,0,0,1,0,0,0,0
32319,27,11,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32320,25,9,1,0,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32321,32,10,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32322,47,13,1,0,0,0,60,1,1,0,0,0,0,0,0,0,0,0,0,1,0
32323,43,10,1,1,0,0,38,1,0,0,0,0,1,0,0,0,0,0,0,1,0
32324,50,14,1,1,0,0,36,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32325,42,12,1,0,0,0,40,1,0,0,0,0,0,1,0,0,0,0,0,1,0
32326,31,7,1,1,0,0,30,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32327,43,9,1,1,0,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32328,58,13,1,1,3325,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32329,32,10,1,0,0,0,38,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32330,35,14,1,0,0,0,38,1,0,0,0,0,1,0,0,0,1,0,0,0,0
32331,40,10,1,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32332,39,9,1,1,0,1573,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32333,51,14,1,1,0,0,55,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32334,42,9,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32335,27,10,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32336,69,9,1,0,0,1429,30,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32337,74,11,1,0,0,0,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32338,36,12,1,1,0,0,43,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32339,23,10,1,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32340,48,3,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32341,38,10,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32342,68,5,1,1,1797,0,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32343,40,15,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32344,23,5,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32345,48,9,1,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32346,47,14,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32347,55,9,1,1,0,0,51,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32348,22,10,1,0,0,0,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32349,49,9,1,1,0,0,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32350,51,9,1,0,0,0,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32351,42,13,1,1,7688,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32352,31,13,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32353,67,9,1,1,0,0,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32354,27,13,0,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32355,59,14,1,1,0,0,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32356,66,9,1,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32357,28,11,1,1,0,0,60,1,0,0,0,0,1,0,0,0,1,0,0,0,0
32358,33,10,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32359,44,13,1,1,0,0,55,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32360,39,14,0,1,0,0,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32361,39,13,1,1,0,0,42,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32362,46,9,1,0,0,0,38,1,1,0,0,0,0,0,0,0,0,0,0,1,0
32363,19,1,1,1,0,0,36,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32364,44,10,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32365,24,9,1,1,0,2205,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32366,48,9,0,0,0,0,42,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32367,27,9,1,1,3137,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32368,44,10,1,1,3325,0,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32369,30,9,1,0,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32370,32,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32371,49,14,1,1,15024,0,78,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32372,37,1,1,1,0,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32373,24,13,1,0,0,0,60,1,0,0,0,0,1,0,0,0,0,1,0,0,0
32374,19,10,1,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32375,20,10,1,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32376,25,12,1,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32377,29,10,0,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32378,43,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32379,35,12,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32380,47,10,1,1,0,0,48,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32381,53,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32382,27,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32383,32,9,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32384,36,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32385,55,4,1,1,0,0,80,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32386,41,6,1,1,0,0,70,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32387,49,16,1,1,0,0,63,1,1,0,0,0,0,0,0,0,0,0,0,1,0
32388,36,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32389,62,13,1,1,2829,0,28,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32390,44,9,1,1,0,0,72,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32391,69,13,1,1,0,1258,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32392,36,9,1,1,0,0,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32393,58,9,1,1,3464,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32394,32,9,1,1,2407,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32395,19,10,1,1,0,0,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32396,27,10,1,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32397,19,10,1,1,0,0,28,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32398,58,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32399,18,10,1,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32400,48,11,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32401,22,6,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32402,39,9,1,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32403,47,13,1,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32404,23,3,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32405,40,11,1,0,0,0,36,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32406,35,11,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32407,20,10,1,1,0,0,32,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32408,41,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32409,27,9,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32410,58,14,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32411,38,10,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32412,40,13,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32413,29,9,0,0,0,0,55,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32414,28,11,0,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32415,35,10,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32416,18,8,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32417,29,13,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32418,25,10,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32419,65,9,1,0,0,0,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32420,19,7,1,0,594,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32421,37,5,1,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32422,22,9,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32423,70,13,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32424,21,10,1,0,0,0,32,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32425,21,10,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32426,23,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32427,46,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32428,36,13,1,1,7298,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32429,42,13,1,1,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32430,52,11,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32431,55,9,1,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1
32432,60,10,1,1,0,0,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32433,57,4,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32434,35,13,0,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32435,24,9,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32436,37,13,1,1,0,0,55,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32437,45,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32438,48,14,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32439,22,7,1,1,0,0,42,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32440,45,9,1,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32441,32,9,1,1,0,0,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32442,35,13,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32443,22,13,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32444,34,5,1,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32445,39,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32446,44,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32447,33,2,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32448,48,7,0,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32449,58,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32450,36,10,1,0,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32451,53,9,1,0,0,0,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32452,25,10,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32453,21,13,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32454,36,3,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32455,51,9,1,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32456,26,13,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32457,41,11,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32458,23,13,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32459,20,10,1,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32460,58,13,1,1,7688,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32461,21,9,1,1,0,0,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32462,32,13,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32463,62,9,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32464,29,10,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32465,43,11,1,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32466,20,10,1,1,0,0,60,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32467,23,10,1,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32468,26,13,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32469,33,15,1,1,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32470,30,10,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32471,63,4,1,1,3471,0,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32472,45,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32473,39,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32474,26,9,1,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32475,28,10,1,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32476,20,10,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32477,39,13,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32478,34,13,1,1,0,0,42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32479,33,9,0,1,0,0,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32480,40,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32481,49,9,1,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32482,64,9,0,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32483,65,13,1,0,0,0,35,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32484,19,7,1,1,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32485,47,10,1,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32486,55,10,1,1,0,1977,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32487,61,9,1,1,0,0,35,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32488,47,13,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32489,64,9,0,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32490,37,9,1,1,0,2339,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32491,21,9,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32492,40,7,1,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32493,25,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32494,41,10,1,1,0,0,55,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32495,40,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32496,21,11,1,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32497,54,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32498,47,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32499,21,10,1,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32500,32,10,1,1,0,0,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32501,32,10,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32502,26,13,1,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32503,23,10,1,1,0,0,40,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32504,27,5,1,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32505,29,10,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32506,43,10,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32507,23,10,1,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32508,39,12,1,1,0,0,60,0,0,0,0,1,0,0,0,0,0,1,0,0,0
32509,22,12,1,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32510,47,9,1,0,0,0,37,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32511,35,10,1,0,0,0,45,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32512,20,10,1,1,1055,0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32513,52,9,0,1,0,0,99,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32514,38,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32515,33,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32516,18,9,1,1,0,0,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32517,38,12,1,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32518,56,10,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32519,30,10,1,1,0,0,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32520,35,10,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32521,60,9,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32522,20,3,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32523,18,8,1,0,0,0,45,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32524,19,10,1,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32525,53,9,0,1,5013,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32526,18,10,1,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32527,44,5,1,1,0,0,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32528,36,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32529,40,13,1,1,0,0,70,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32530,33,13,1,1,0,0,50,1,0,0,0,0,1,0,0,0,1,0,0,0,0
32531,19,3,1,1,0,0,36,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32532,20,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32533,47,13,1,1,0,0,65,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32534,41,9,1,1,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32535,47,10,1,1,0,1887,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32536,23,10,0,1,0,0,30,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32537,49,10,1,1,0,0,70,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32538,37,13,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32539,67,9,0,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32540,24,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32541,39,9,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32542,29,9,1,1,4386,0,58,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32543,22,7,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32544,26,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32545,33,10,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32546,23,9,1,1,0,2339,45,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32547,37,10,1,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32548,30,14,1,1,0,1726,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32549,41,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32550,23,13,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32551,47,12,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32552,24,9,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32553,39,9,1,1,0,2258,70,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32554,33,9,1,1,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32555,25,9,0,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32556,40,9,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32557,67,5,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32558,55,9,1,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1
